11932	11932
11933	11933
11941	11941
11948	11948
11950	11950
11952	11952
11959	11959
1196	1196
11962	11962
11964	11964
11969	11969
11971	11971
11974	11974
11979	11979
11988	11988
11989	11989
11990	11990
11994	11994
12010	12010
12016	12016
12018	12018
12030	12030
12031	12031
12033	12033
12047	12047
12059	12059
1206	1206
12061	12061
12065	12065
12066	12066
12076	12076
1208	1208
12089	12089
1210	1210
12102	12102
12103	12103
12113	12113
12119	12119
12122	12122
12129	12129
12133	12133
1214	1214
12146	12146
12148	12148
12149	12149
12152	12152
12153	12153
12154	12154
12161	12161
12164	12164
12167	12167
12184	12184
12198	12198
12199	12199
12200	12200
12201	12201
12202	12202
12204	12204
12205	12205
12235	12235
12239	12239
12246	12246
12248	12248
12254	12254
12267	12267
12284	12284
12288	12288
1230	1230
12311	12311
12324	12324
12346	12346
12361	12361
12362	12362
12365	12365
12377	12377
12381	12381
12390	3268
12392	12392
12401	12401
12402	12402
1242	1242
12428	12428
1243	1243
12445	12445
12462	12462
12464	12464
12477	12477
1248	1248
12485	12485
12486	12486
12488	12488
1249	1249
12499	12499
1250	1250
12501	12501
12502	12502
12505	12505
12516	12516
12519	12519
1252	1252
12520	12520
12527	12527
12541	12541
12547	12547
12549	12549
12554	12554
12562	12562
12569	12569
12573	12573
12575	12575
12586	12586
12589	12589
1259	1259
12590	12590
12591	12591
12597	12597
12598	12598
12601	12601
12602	12602
12610	12610
12617	12617
12624	12624
12634	12634
12651	12651
12657	12657
12659	12659
1266	1266
12666	12666
12667	12667
12670	12670
12684	12684
127	127
12702	12702
12715	12715
12717	12717
1272	1272
12722	12722
12725	12725
12726	12726
12729	12729
12740	12740
12755	12755
12756	12756
12761	12761
12769	12769
12771	12771
12782	12782
12783	12783
12784	12784
12785	12785
12786	12786
12787	12787
12788	12788
12789	12789
12790	12790
12798	12798
12805	12805
12817	12817
12818	12818
12846	12846
12852	12852
12855	12855
12864	12864
12875	12875
12881	12881
12882	12882
12883	12883
12884	29766
12885	12885
12889	12889
12900	12900
12901	12901
12910	12910
12911	12911
12923	12923
12925	12925
12936	12936
12940	12940
12949	12949
12954	12954
12960	12960
12963	12963
12984	12984
12990	12990
12991	12991
12993	12993
12995	12995
13018	13018
13021	13021
13027	13027
13029	13029
13030	13030
13032	13032
13037	13037
13045	13045
13052	13052
13056	13056
13057	13057
13058	13058
13064	13064
13074	13074
13079	13079
13082	13082
13097	13097
13130	13130
13133	13133
13136	13136
1314	1314
13141	13141
13145	13145
13153	13153
13157	13157
1317	1317
13174	13174
13175	13175
13186	13186
13187	13187
13188	13188
13189	13189
13195	13195
13196	13196
13197	13197
13198	13198
13199	13199
13203	13203
13205	13205
13208	13208
13211	13211
13224	13224
13228	13228
1323	1323
13236	13236
13237	13237
13256	13256
13259	13259
13265	13265
13268	13268
13269	13269
13275	13275
13279	13279
13294	13294
13296	13296
1331	1331
13315	13315
13316	13316
13319	13319
13320	13320
13321	13321
13322	13322
13323	13323
13324	13324
13325	13325
13326	13326
13327	13327
13328	13328
13329	13329
13343	13343
1335	1335
1336	1336
13360	13360
13383	13383
13389	13389
13393	13393
13394	13394
13399	13399
13425	13425
13428	13428
1343	1343
13436	13436
1344	1344
1345	1345
13451	13451
13452	13452
1347	1347
13474	13474
13479	13479
1348	1348
13481	13481
13483	13483
13485	13485
13487	13487
13488	13488
13489	13489
1349	1349
13490	13490
13492	13492
13493	13493
13494	13494
13495	13495
13496	13496
13497	13497
13498	13498
13499	13499
135	135
1350	1350
13501	13501
13502	13502
13506	13506
13507	13507
13508	13508
13509	13509
1351	1351
13510	13510
13511	13511
13512	13512
13513	13513
13514	13514
13515	13515
13516	13516
13518	13518
13519	13519
1352	1352
13520	13520
13522	13522
13523	13523
13524	13524
13525	13525
13526	13526
13527	13527
13528	13528
13529	13529
1353	1353
13530	13530
13531	13531
13532	13532
13533	13533
13539	13539
1354	1354
13544	13544
1355	1355
13554	13554
13558	13558
1356	1356
13563	13563
1357	1357
1358	1358
13580	13580
1359	1359
13592	13592
13597	13597
1360	1360
13607	13607
1361	1361
13616	13616
13617	13617
1362	1362
13623	13623
13625	13625
13626	13626
13627	13627
13628	13628
13629	13629
1363	1363
13630	13630
13631	13631
13632	13632
13633	13633
13634	13634
13635	13635
13636	13636
13637	13637
13638	13638
13639	13639
1364	1364
13640	13640
13641	13641
13642	13642
13643	13643
13644	13644
13645	13645
13646	13646
13647	13647
13648	13648
13649	13649
1365	1365
13650	13650
13651	13651
13652	13652
13653	13653
13654	13654
13655	13655
13656	13656
13657	13657
13658	13658
13659	13659
1366	1366
13660	13660
13661	13661
13662	13662
13663	13663
13664	13664
13665	13665
13666	13666
13667	13667
13668	13668
13669	13669
1367	1367
13670	13670
13671	13671
13672	13672
13673	13673
13674	13674
1368	1368
13683	13683
1369	1369
13691	13691
13696	13696
1370	1370
1371	1371
13716	13716
1372	1372
13720	13720
13721	13721
13728	13728
1373	1373
1374	1374
13745	13745
1375	1375
1376	1376
1377	1377
13771	13771
13772	13772
13773	13773
1378	1378
1379	1379
1380	1380
13800	13800
13805	13805
1381	1381
1382	1382
13820	13820
13827	13827
1383	1383
13830	13830
1384	1384
1385	1385
13857	13857
13858	13858
1386	1386
13863	13863
13867	13867
1387	1387
13874	13874
13875	13875
13877	13877
1388	1388
13880	13880
13882	13882
1389	1389
13890	13890
13899	13899
1390	1390
13908	13908
13909	13909
1391	1391
13911	13911
13913	13913
13930	13930
13933	13933
13935	13935
13939	13939
13941	13941
13948	13948
13950	13950
13952	13952
13957	13957
1396	1396
13963	13963
13964	13964
13966	13966
13967	13967
13968	13968
13984	13984
13987	13987
1399	1399
13998	13998
14006	14006
14008	14008
14015	14015
14017	14017
14020	14020
14022	14022
14024	14024
14028	14028
14042	14042
14043	14043
14044	14044
14050	14050
14053	14053
14056	14056
14059	14059
1406	1406
14060	14060
14079	14079
14095	14095
14105	14105
14108	14108
14112	14112
14113	14113
14116	14116
14121	14121
14125	14125
14134	14134
14135	14135
14136	14136
14144	14144
14160	14160
14167	14167
14168	14168
14169	14169
1417	1417
14170	14170
1418	1418
14182	14182
142	142
14208	14208
14209	14209
14217	14217
14223	14223
14224	14224
1423	1423
14232	14232
14233	14233
14234	14234
14236	14236
14238	14238
1424	1424
14240	14240
14242	14242
14243	14243
14244	14244
14246	14246
14248	14248
14249	14249
1425	1425
14250	14250
14253	14253
14254	14254
14256	14256
14257	14257
14258	14258
14259	14259
1426	1426
14260	14260
14261	14261
14262	14262
14263	14263
14264	14264
14266	14266
14267	14267
14268	14268
14269	14269
14270	14270
14271	14271
14272	14272
14273	14273
14274	14274
14275	14275
14276	14276
14277	14277
14278	14278
14279	14279
14280	14280
14281	14281
14282	14282
14284	14284
14285	14285
14286	14286
14287	14287
14288	14288
14289	14289
14290	14290
14291	14291
14292	14292
14293	14293
14295	14295
143	143
14302	14302
14303	14303
14305	14305
14310	14310
14311	14311
1432	1432
14329	14329
14332	14332
14333	14333
14336	14336
14337	14337
14341	14341
14346	14346
14348	14348
14351	14351
14353	14353
14354	14354
14357	14357
14360	14360
14363	14363
14364	14364
14365	14365
1437	1437
14377	14377
14379	14379
14382	14382
14385	14385
14386	14386
14390	14390
14391	14391
144	144
14411	14411
14419	14419
14420	14420
14421	14421
1443	1443
14435	14435
14438	14438
14448	14448
1445	1445
14466	14466
1447	1447
1448	1448
14492	14492
14493	14493
145	145
14501	14501
14507	14507
14523	14523
14524	14524
14525	14525
14526	14526
1453	1453
14531	14531
14532	14532
14539	14539
1455	1455
14553	14553
14554	14554
14558	14558
1456	1456
14574	14574
14598	14598
14599	14599
146	146
14602	14602
14609	14609
14612	14612
14622	14622
14631	14631
14636	14636
14639	14639
1464	1464
1465	1465
14654	14654
1466	1466
14665	14665
1467	1467
14678	14678
1468	1468
14683	14683
14684	14684
14686	14686
14688	14688
14694	14694
14695	14695
1470	1470
14702	14702
14703	14703
14704	14704
14705	14705
14706	14706
14707	14707
14708	14708
14709	14709
1471	1471
14710	14710
14711	14711
14712	14712
14713	14713
14714	14714
14715	14715
14716	14716
14717	14717
14718	14718
14719	14719
14720	14720
14721	14721
14722	14722
14723	14723
14724	14724
14725	14725
14726	14726
14727	14727
14728	14728
14732	14732
14733	14733
14736	14736
14738	14738
1474	1474
14746	14746
14747	14747
1475	1475
14755	14755
14760	14760
1477	1477
14777	14777
1478	1478
14785	14785
14788	14788
14789	14789
14800	14800
14803	14803
14807	14807
14808	14808
14810	14810
14811	14811
14812	14812
14816	14816
14817	14817
14818	14818
14820	14820
14822	14822
14824	14824
14826	14826
14827	14827
14829	14829
1483	1483
14835	10180
14836	14836
14837	14837
14838	14838
1484	1484
14840	14840
14842	14842
14843	14843
14845	14845
14846	14846
14847	14847
1485	1485
14852	14852
14855	14855
1486	1486
14861	14861
14880	14880
14881	14881
14883	14883
14885	14885
14893	14893
14900	14900
14901	14901
14915	14915
1492	1492
14927	14927
14939	14939
14941	14941
14944	14944
14947	14947
14951	14951
14953	14953
14955	14955
14959	14959
1496	1496
14960	14960
14962	14962
14963	14963
14965	14965
14967	14967
14968	14968
14969	14969
14971	14971
14972	14972
14973	14973
14975	14975
14980	14980
14981	14981
14982	14982
14983	14983
1499	1499
14990	14990
14991	14991
14994	14994
14995	14995
14997	14997
14998	14998
15	15
15000	15000
15002	15002
15008	15008
15009	15009
15010	15010
15011	15011
15017	15017
15018	15018
15019	15019
15022	15022
15024	15024
15028	15028
1503	1503
15064	15064
1507	1507
15091	15091
15095	15095
15106	15106
15113	15113
15128	15128
15130	15130
15140	15140
15147	15147
15148	15148
15151	15151
15159	15159
15171	15171
1518	1518
15180	15180
15181	15181
15198	15198
15223	15223
15242	15242
15246	15246
15248	15248
15257	15257
15258	15258
15262	15262
15267	15267
15272	15272
15276	15276
15299	15299
1530	1530
15310	15310
15311	15311
15312	15312
15316	15316
15318	15318
15321	15321
15331	15331
15342	15342
15366	15366
15367	15367
15372	15372
15378	15378
15379	15379
1538	1538
15390	15390
15398	15398
15407	15407
15408	15408
15417	15417
15419	15419
15421	15421
15425	15425
15434	15434
15435	15435
1544	1544
1545	1545
15458	15458
15460	15460
15466	15466
15468	15468
15479	15479
15494	15494
15495	15495
15496	15496
15510	15510
15513	15513
1552	1552
15523	15523
15528	15528
15529	15529
15533	15533
15535	15535
15552	15552
15554	15554
15558	15558
15574	15574
15585	15585
1559	1559
15592	15592
15593	15593
15594	15594
15598	15598
15599	15599
156	156
15602	15602
15609	15609
1561	1561
15620	15620
1563	1563
15634	15634
15636	15636
15637	15637
15638	15638
15639	15639
1565	1565
15660	15660
15675	15675
15677	15677
15701	15701
15702	15702
15711	15711
15738	15738
15745	15745
15755	15755
15756	15756
15766	15766
15779	15779
1578	1578
15780	15780
15785	15785
15786	15786
15787	15787
15788	15788
15789	15789
15790	15790
15791	15791
15792	15792
15793	15793
15794	15794
15795	15795
15796	15796
15797	15797
15798	15798
15799	15799
15800	15800
15802	15802
15804	15804
15805	15805
15806	15806
15809	15809
1581	1581
15810	15810
15811	15811
15814	15814
15816	15816
15817	15817
15818	15818
15819	15819
1582	1582
15820	15820
15821	15821
15822	15822
15823	15823
15824	15824
15825	15825
15826	15826
15828	15828
15829	15829
15830	15830
15831	15831
15832	15832
15833	15833
15834	15834
15836	15836
15837	15837
15838	15838
15839	15839
15840	15840
15845	15845
1585	1585
15850	15850
15856	15856
15868	15868
15872	15872
15877	15877
15888	15888
15908	15908
15911	15911
15916	15916
1593	1593
15930	15930
15938	15938
15941	15941
15947	15947
1595	1595
15964	15964
15967	15967
15968	15968
1597	1597
15973	15973
15978	15978
15988	15988
15990	15990
15991	15991
15992	15992
15994	15994
15998	15998
16	16
16006	16006
16026	16026
16034	16034
16035	16035
16039	16039
16056	16056
1607	1607
16072	16072
16073	16073
16078	16078
1608	1608
16083	16083
1609	1609
16091	16091
16094	16094
16096	16096
16113	16113
1612	1612
16120	16120
16121	16121
16122	16122
16123	16123
16124	16124
16127	16127
16128	16128
1614	1614
16143	16143
16146	16146
16153	16153
16164	16164
16167	16167
16169	16169
16186	16186
16192	16192
16194	16194
16205	16205
16206	16206
16207	16207
16208	16208
16220	16220
16226	16226
1623	1623
16231	16231
16236	16236
16237	16237
16245	16245
16246	16246
16253	16253
16257	16257
16271	16271
16280	16280
16289	16289
16291	16291
163	163
16321	16321
16324	16324
16325	16325
16339	16339
16343	16343
16344	16344
16350	16350
16351	16351
16353	16353
16354	16354
1636	1636
1637	1637
16370	16370
16372	16372
16386	16386
16389	16389
16404	16404
16413	16413
16420	16420
16431	16431
16432	16432
16448	16448
16461	16461
16463	16463
16470	16470
16472	16472
16473	16473
16477	16477
16482	16482
16484	16484
16485	16485
16486	16486
16487	16487
16489	11770
1649	1649
16490	16490
16491	16491
16492	16492
16494	16494
16498	16498
16501	16501
16502	16502
16503	16503
16504	16504
16507	16507
16508	16508
1651	1651
16511	16511
16516	16516
16517	16517
16525	16525
16534	16534
16537	16537
16538	16538
16540	16540
16541	16541
16542	16542
16553	16553
16555	16555
16557	16557
16563	16563
16568	16568
16583	16583
16586	16586
16593	16593
1660	1660
16610	16610
16612	16612
16616	16616
16624	16624
1663	1663
16636	16636
16639	16639
1664	1664
16642	16642
16659	16659
16665	16665
16666	16666
16687	11969
16689	16689
16690	16690
16694	16694
16697	16697
167	167
16712	16712
16715	16715
16720	16720
16722	16722
16729	16729
16730	16730
1674	1674
16741	16741
16750	16750
16766	16766
16767	16767
16773	16773
16779	16779
16785	16785
168	168
16806	16806
16810	16810
16811	16811
16819	16819
16820	16820
16821	16821
16834	16834
16838	16838
1685	1685
16850	16850
16855	16855
1686	1686
16860	16860
16863	16863
1687	1687
16871	16871
16877	16877
16888	16888
16892	16892
16893	16893
16894	16894
169	169
16919	16919
16922	16922
16924	16924
16928	16928
16929	16929
16956	16956
16962	16962
16966	16966
16983	16983
16996	16996
170	170
17000	17000
17001	17001
17016	17016
17021	17021
17023	17023
17027	17027
17029	17029
17034	17034
17035	17035
17060	17060
17061	17061
17068	17068
17088	17088
1709	1709
17094	17094
17102	17102
17104	17104
17115	17115
17120	17120
17136	17136
17137	17137
17144	17144
17145	17145
1715	1715
1716	1716
17162	17162
17187	17187
17210	17210
17212	17212
17214	17214
1722	1722
1723	1723
17232	17232
17233	17233
1724	1724
17245	17245
17249	17249
1725	1725
17251	17251
17255	17255
17258	17258
17259	17259
1727	1727
17270	17270
17272	17272
17281	17281
17299	17299
17305	17305
17325	17325
17333	17333
17336	17336
1734	1734
17343	17343
17347	17347
17352	17352
17354	17354
17359	17359
17369	17369
17379	17379
17384	17384
17406	17406
17409	17409
17413	17413
17418	17418
17428	17428
1743	1743
17430	17430
17432	17432
1745	1745
17456	17456
17460	17460
1747	1747
17476	17476
17491	17491
17492	17492
17494	17494
17495	17495
17496	17496
17497	17497
17501	17501
17503	17503
17504	17504
17518	17518
17519	17519
17520	17520
17521	17521
17522	17522
17523	17523
17543	17543
17562	17562
17563	17563
17568	17568
17571	17571
17573	17573
17583	17583
17588	17588
17592	17592
17595	17595
17596	17596
17610	17610
17618	17618
1762	1762
17620	17620
17625	17625
1763	1763
1764	1764
17640	17640
17644	17644
17658	17658
1767	1767
17670	17670
17673	17673
17677	17677
17681	17681
1770	1770
17708	17708
17715	17715
17734	17734
17737	17737
17745	17745
17750	17750
17761	17761
17764	17764
17766	17766
17768	17768
17780	17780
17783	17783
17784	17784
17792	17792
178	178
17813	17813
17814	17814
17815	17815
17819	17819
17820	17820
17823	17823
17824	17824
17828	17828
17847	17847
17848	17848
17860	17860
17862	17862
17867	17867
17872	17872
17877	17877
17882	17882
17883	17883
17885	17885
17886	17886
17892	17892
17893	17893
17894	17894
17901	17901
1791	1791
17927	17927
1793	1793
17947	17947
1795	1795
17963	17963
17968	17968
17970	17970
17984	17984
1799	1799
17992	17992
1800	1800
1801	1801
18016	18016
1802	1802
18020	18020
18023	18023
18029	18029
18038	18038
18053	18053
18067	18067
18069	18069
18072	18072
1808	1808
18097	18097
18099	18099
1810	1810
18102	18102
18103	18103
18105	18105
18112	18112
18118	18118
1812	1812
18123	18123
18125	18125
18126	18126
1813	1813
18138	18138
18143	18143
18144	18144
18146	18146
18147	18147
18148	18148
18152	18152
18153	18153
18154	18154
18155	18155
18156	18156
18158	18158
18166	18166
18167	18167
18170	18170
18179	18179
1818	1818
18181	18181
18185	18185
18186	18186
18187	18187
18191	18191
18192	18192
18193	18193
18195	18195
18196	18196
18199	18199
18207	18207
18217	18217
18220	18220
18232	18232
18237	18237
18246	18246
1825	1825
18253	18253
1826	1826
18263	18263
18278	18278
18280	18280
18283	18283
18284	18284
18286	18286
18287	18287
1829	1829
18293	18293
18294	18294
18295	18295
18298	18298
18299	18299
18301	18301
18304	18304
18305	18305
18306	18306
18307	18307
18308	18308
18309	18309
1831	1831
18310	18310
18313	18313
18314	18314
18315	18315
18316	18316
18319	18319
18321	18321
18322	18322
18323	18323
18324	18324
18325	18325
18326	18326
18327	18327
18328	18328
18329	18329
1833	1833
18330	18330
18331	18331
18332	18332
18333	18333
18334	18334
18335	18335
18336	18336
18337	18337
18338	18338
18339	18339
18340	18340
18341	18341
18342	18342
18343	18343
18344	18344
18345	18345
18346	18346
18347	18347
18348	18348
18349	18349
18350	18350
18351	18351
18352	18352
18353	18353
18354	18354
18359	18359
1836	1836
18368	18368
18374	18374
18379	18379
18393	18393
18401	18401
18405	18405
1841	1841
18416	18416
1843	1843
18434	18434
18436	18436
18448	18448
18453	18453
18458	18458
1846	1846
18465	18465
18467	18467
18468	18468
1847	1847
18472	18472
18482	18482
18488	18488
18490	18490
18491	18491
18498	18498
18508	18508
18513	18513
18514	18514
18516	18516
18524	18524
18527	18527
18567	18567
18579	18579
18580	18580
18584	18584
18592	18592
186	186
18605	18605
18606	18606
18621	18621
18636	18636
18641	18641
18643	18643
18644	18644
18648	18648
18649	18649
18652	18652
18653	18653
18659	18659
18667	18667
18669	18669
18673	18673
18678	18678
18679	18679
18680	18680
18692	18692
187	187
18703	18703
18714	18714
1872	1872
18724	18724
1873	1873
18734	18734
1874	1874
18743	18743
18748	18748
1875	1875
1876	1876
18766	18766
18767	18767
1877	1877
1878	1878
18785	18785
1879	1879
18791	18791
18798	18798
188	188
1880	1880
1881	1881
18813	18813
18816	18816
1882	1882
18825	18825
18829	18829
1883	1883
18832	18832
1884	1884
1885	1885
1886	1886
18860	18860
18862	18862
1887	1887
1888	1888
1889	1889
189	189
1890	1890
18904	18904
18906	18906
18909	14293
1891	1891
18916	18916
1892	1892
18922	18922
18924	18924
18925	18925
1893	1893
18931	18931
18937	18937
1894	1894
1895	1895
1896	1896
18961	18961
1897	1897
1898	1898
18980	18980
18987	18987
1899	1899
18995	18995
19	19
190	190
1900	1900
19007	19007
1901	1901
19015	19015
19017	19017
1902	1902
1903	1903
19032	19032
1904	1904
19062	19062
19066	19066
19069	19069
1907	1907
19072	19072
1908	1908
19080	19080
19089	19089
191	191
19107	19107
1911	1911
19139	19139
1914	1914
19142	19142
19147	19147
1915	1915
19153	19153
1916	1916
19164	19164
1917	1917
19174	19174
19177	19177
19183	19183
19189	19189
19195	19195
19198	19198
19199	19199
192	192
1920	1920
19205	19205
19209	19209
19212	19212
19223	19223
19228	19228
19230	19230
19240	19240
19243	19243
1926	1926
19264	19264
1927	1927
19272	19272
1928	1928
19282	19282
19283	19283
1929	1929
19296	19296
19299	19299
1930	1930
19300	19300
19304	19304
1931	1931
19310	19310
1932	1932
19325	19325
1933	1933
19330	19330
19332	19332
19335	19335
19336	19336
19339	19339
19342	19342
19344	19344
19346	19346
19347	19347
19348	19348
19349	19349
19350	19350
19352	19352
19355	19355
19356	19356
19357	19357
19359	19359
19360	19360
19368	19368
1938	1938
1939	1939
19408	19408
1942	1942
19430	19430
19433	19433
19438	19438
19446	19446
19461	19461
19462	19462
19472	19472
19487	19487
19500	19500
19503	19503
19509	19509
19515	19515
19519	19519
19525	19525
19526	19526
1953	1953
19533	19533
19537	19537
19540	19540
19541	19541
19543	19543
19544	19544
19546	19546
19548	19548
19549	19549
1955	1955
19550	19550
19551	19551
19553	19553
19554	19554
19555	19555
19556	19556
19557	19557
19558	35088
19559	19559
1956	1956
19563	19563
19564	19564
19565	19565
19568	19568
19569	19569
19570	19570
19573	19573
19577	19577
19578	19578
19581	19581
19582	19582
19585	19585
19596	19596
19598	19598
19599	19599
196	196
19600	19600
19602	19602
19604	19604
19605	19605
19607	19607
1962	1962
19621	19621
19657	19657
19694	19694
1970	1970
1971	1971
19719	19719
19729	19729
19747	19747
19753	19753
19755	19755
19773	19773
19782	19782
19783	19783
19797	19797
19802	19802
19804	19804
19805	19805
19817	19817
19834	19834
19841	19841
19843	19843
19864	19864
19865	19865
19898	19898
19901	19901
19914	19914
1992	1992
19924	19924
19929	19929
1993	1993
19936	19936
19959	19959
19962	19962
19963	19963
19966	19966
19972	19972
19990	19990
2	2
20	20
20017	20017
20024	20024
20031	20031
20038	20038
2004	2004
20041	20041
20052	20052
20054	20054
20060	20060
20063	20063
20072	20072
20076	20076
20092	20092
201	201
20105	20105
20109	20109
20125	20125
20140	20140
20143	20143
20147	20147
20151	20151
2016	2016
20171	20171
20174	20174
20181	20181
20185	20185
20188	20188
20201	20201
20206	20206
20207	20207
20216	20216
20218	20218
20219	20219
20223	20223
20225	20225
20226	20226
20227	20227
20232	20232
20235	20235
20243	20243
20256	20256
20257	20257
20260	20260
20262	20262
20265	20265
20275	20275
20282	20282
20285	20285
20290	20290
20292	20292
20300	20300
20301	20301
20315	20315
20320	20320
20323	20323
2033	2033
20345	20345
20353	20353
20354	20354
20356	20356
20358	20358
20359	20359
20363	20363
20365	20365
20367	20367
2037	2037
20373	20373
20375	20375
20378	20378
20379	20379
20380	20380
20381	20381
20382	20382
20383	20383
20385	20385
20386	20386
20387	20387
20390	20390
20391	20391
20392	20392
20393	20393
20395	20395
20397	20397
20400	20400
20401	20401
20402	20402
20403	20403
20404	20404
20405	20405
20406	20406
20407	20407
20410	20410
20411	20411
20413	20413
20418	20418
20434	20434
20451	20451
20469	20469
20471	20471
20474	20474
20479	20479
20488	20488
20490	20490
20491	20491
20494	20494
20498	20498
20499	20499
20506	20506
20508	20508
