#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_39	57508	57906	+	BENMGJ_01257	14.7	4.4	PF06894.17|Phage_TAC_2	PFAM:PF06894.17
contig_39	57981	58232	+	BENMGJ_01258	9.1	4.1		
contig_39	61727	62251	+	BENMGJ_01261	18.3	4.4	PF13505.12|OMP_b-brl	PFAM:PF13505.12
contig_39	68469	68711	+	BENMGJ_01267	8.6	9.6		
contig_39	75319	75744	-	BENMGJ_01274	15.6	7.0		
contig_39	104847	105635	+	BENMGJ_01299	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_39	108991	109434	-	BENMGJ_01305	16.6	8.9	PF21684.2|PipB2_N	PFAM:PF21684.2
contig_39	115897	116484	-	BENMGJ_01312	21.9	7.0	PF00072.30|Response_reg, PF00486.34|Trans_reg_C	PFAM:PF00072.30, PFAM:PF00486.34
contig_39	138316	138483	+	BENMGJ_01335	5.7	10.5		
contig_39	138620	139258	+	BENMGJ_01336	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_39	150178	150366	-	BENMGJ_01346	7.1	5.8		
contig_40	18153	18794	-	BENMGJ_01366	23.8	7.7		
contig_40	20170	20625	-	BENMGJ_01368	17.7	8.9		
contig_40	23529	24644	-	BENMGJ_01372	40.0	4.9		
contig_40	25055	25177	+	BENMGJ_01374	4.2	9.2		SO:0001217, UniRef:UniRef50_B5F1L8
contig_40	25158	26705	-	BENMGJ_01375	58.2	9.3		SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_40	34678	36105	-	BENMGJ_01384	51.6	5.5	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_40	42966	43211	+	BENMGJ_01394	7.5	5.8		
contig_40	164812	165102	-	BENMGJ_01488	11.4	9.4		
contig_41	22984	24045	+	BENMGJ_01512	37.8	4.8	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_41	42651	42872	-	BENMGJ_01530	7.6	4.1	PF17042.10|NBD_C	PFAM:PF17042.10
contig_41	42933	43922	-	BENMGJ_01531	35.2	5.3	PF07005.16|SBD_N, PF17042.10|NBD_C	PFAM:PF07005.16, PFAM:PF17042.10
contig_41	49327	49635	-	BENMGJ_01538	11.7	7.7		
contig_41	145689	146105	-	BENMGJ_01623	15.4	8.9		
contig_41	159269	159664	-	BENMGJ_01637	15.4	9.4		
contig_42	65208	65408	+	BENMGJ_01727	8.1	8.0		
contig_42	72515	72757	-	BENMGJ_01735	8.3	4.6		
contig_42	87587	87760	+	BENMGJ_01747	6.8	11.9		
contig_42	140242	140466	-	BENMGJ_01775	8.7	10.7		
contig_42	142546	142725	+	BENMGJ_01779	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_42	190449	190919	-	BENMGJ_01825	17.8	5.4	PF07650.23|KH_2	PFAM:PF07650.23
contig_43	20374	21252	-	BENMGJ_01846	33.1	5.9		
contig_43	41553	43196	-	BENMGJ_01865	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_43	107179	107823	+	BENMGJ_01929	24.1	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_43	188429	188530	-	BENMGJ_02011	3.7	6.5		
contig_43	194519	194806	+	BENMGJ_02018	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_43	231475	231732	-	BENMGJ_02056	9.7	10.9		
contig_44	9956	10765	-	BENMGJ_02065	30.1	9.4		
contig_44	41161	42327	-	BENMGJ_02100	42.7	6.8	PF00102.32|Y_phosphatase, PF22784.1|PTP-SAK	PFAM:PF00102.32, PFAM:PF22784.1
contig_44	42409	42768	-	BENMGJ_02101	13.4	9.3	PF09119.15|SicP-binding	PFAM:PF09119.15
contig_44	43198	43458	-	BENMGJ_02103	10.1	9.3		
contig_44	67310	67450	-	BENMGJ_02130	5.1	11.6		
contig_44	72460	73668	-	BENMGJ_02134	43.5	10.1		
contig_44	127513	127695	+	BENMGJ_02185	6.6	5.5		
contig_44	128950	129087	+	BENMGJ_02187	5.0	9.2		
contig_44	129393	129689	-	BENMGJ_02188	11.5	5.9	PF05016.21|ParE_toxin	PFAM:PF05016.21
contig_44	162361	162483	-	BENMGJ_02217	4.7	10.6		
contig_44	229017	229301	+	BENMGJ_02281	10.1	4.5	PF02302.22|PTS_IIB	PFAM:PF02302.22
contig_44	243539	243730	-	BENMGJ_02299	6.7	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_44	290555	291010	+	BENMGJ_02342	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_45	71936	72997	-	BENMGJ_02441	40.7	9.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_45	103148	103636	-	BENMGJ_02469	17.5	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_45	119650	119847	+	BENMGJ_02483	7.2	9.4		
contig_45	158897	159364	-	BENMGJ_02516	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_45	213090	213197	-	BENMGJ_02566	4.2	9.3		
contig_45	228149	229339	-	BENMGJ_02580	43.3	9.8		
contig_45	232099	232383	+	BENMGJ_02583	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_45	241030	242271	-	BENMGJ_02593	44.0	5.5		
contig_45	242332	242850	-	BENMGJ_02594	19.5	5.0		
contig_45	242864	243193	-	BENMGJ_02595	12.1	5.7		
contig_45	246230	246460	-	BENMGJ_02599	8.7	9.7		
contig_45	246450	246551	-	BENMGJ_02600	3.7	4.4		
contig_45	249586	250377	-	BENMGJ_02602	27.8	5.0	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_45	257057	257230	-	BENMGJ_02611	6.3	11.9		
contig_45	259961	260410	-	BENMGJ_02616	16.4	6.9		
contig_45	276395	279241	-	BENMGJ_02632	106.3	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_45	301506	301682	-	BENMGJ_02650	6.7	5.6		
contig_45	324426	324731	-	BENMGJ_02673	11.4	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_45	404596	404880	-	BENMGJ_02750	10.3	4.1		
contig_45	419563	420423	-	BENMGJ_02767	32.4	8.7		SO:0001217, UniRef:UniRef50_R8WYP2
contig_45	422243	422338	+	BENMGJ_02770	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_45	439214	439540	+	BENMGJ_02785	13.3	10.0		
contig_46	87634	88476	-	BENMGJ_02877	31.1	5.0		
contig_46	88693	89232	+	BENMGJ_02878	19.8	11.7		
contig_46	112000	112125	+	BENMGJ_02895	4.6	11.0		SO:0001217, UniRef:UniRef50_A0A379T4N8
contig_46	115208	116176	+	BENMGJ_02900	34.3	9.4		
contig_46	135238	136713	-	BENMGJ_02920	53.7	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_46	143001	143336	-	BENMGJ_02927	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_46	200723	200926	-	BENMGJ_02972	7.6	4.7		
contig_46	202739	202930	+	BENMGJ_02974	7.3	11.0		
contig_46	347599	347946	+	BENMGJ_03110	13.9	6.1	PF13708.11|DUF4942	PFAM:PF13708.11
contig_46	349282	349455	-	BENMGJ_03112	6.5	10.0		
contig_46	395053	395886	+	BENMGJ_03157	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_46	412717	412890	-	BENMGJ_03176	6.3	11.9		
contig_47	10221	10412	-	BENMGJ_03225	7.1	6.7		
contig_47	44377	44616	-	BENMGJ_03256	8.4	8.8	PF04728.18|LPP	PFAM:PF04728.18
contig_47	116890	119097	-	BENMGJ_03339	78.6	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_47	179403	179498	-	BENMGJ_03395	3.5	5.4		
contig_47	190488	191015	-	BENMGJ_03408	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_47	195303	195713	-	BENMGJ_03414	15.2	5.8		
contig_47	213145	213495	+	BENMGJ_03433	13.7	5.8		
contig_47	213633	214073	+	BENMGJ_03434	17.4	5.5		
contig_47	214481	214897	-	BENMGJ_03435	15.7	10.4	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_47	214990	215199	+	BENMGJ_03436	7.9	9.9		
contig_47	215376	215552	-	BENMGJ_03437	6.6	9.9		
contig_47	266730	268049	+	BENMGJ_03479	47.4	6.4		
contig_47	279302	279475	+	BENMGJ_03487	6.9	10.0		
contig_47	279697	280092	+	BENMGJ_03488	14.6	4.7		
contig_47	307129	307845	-	BENMGJ_03516	27.9	9.2		
contig_47	315405	315500	-	BENMGJ_03524	3.4	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_47	328562	328828	-	BENMGJ_03537	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_47	346223	346561	+	BENMGJ_03555	13.2	5.0		
contig_47	350109	350954	-	BENMGJ_03559	29.8	5.3		
contig_47	396538	396690	+	BENMGJ_03605	5.7	9.4		
contig_47	412411	412593	+	BENMGJ_03620	6.2	10.0		
contig_47	523784	524023	+	BENMGJ_03730	8.4	9.6		
contig_47	525030	525137	-	BENMGJ_03732	4.2	9.6		SO:0001217, UniRef:UniRef50_A0A455RYX3
contig_47	540707	541183	+	BENMGJ_03748	17.4	9.6		
contig_47	543271	543417	-	BENMGJ_03750	5.6	9.2		
contig_47	548376	548486	-	BENMGJ_03756	4.3	6.7		
contig_47	549087	549245	+	BENMGJ_03757	5.7	9.7		
contig_47	550504	550935	-	BENMGJ_03759	15.2	5.4	PF01661.27|Macro	PFAM:PF01661.27
contig_47	552672	552902	-	BENMGJ_03763	8.3	10.0		
contig_47	561821	562111	-	BENMGJ_03777	10.7	5.0		
contig_47	571658	572977	-	BENMGJ_03785	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_47	597423	597617	+	BENMGJ_03811	6.8	8.1		
contig_47	616247	617515	+	BENMGJ_03832	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_47	620685	620969	-	BENMGJ_03837	10.7	4.9		
contig_48	21845	22270	+	BENMGJ_03860	15.4	6.1		
contig_48	44504	44767	-	BENMGJ_03880	9.5	6.1		
contig_48	45159	45368	+	BENMGJ_03882	7.9	9.0		
contig_48	45438	45905	+	BENMGJ_03883	17.8	4.1		
contig_48	45970	46143	-	BENMGJ_03884	6.2	7.7		
contig_48	54972	55130	+	BENMGJ_03892	5.7	6.5		
contig_48	79485	79769	-	BENMGJ_03919	10.9	10.3	PF08281.18|Sigma70_r4_2	PFAM:PF08281.18
contig_48	79769	80386	-	BENMGJ_03920	23.0	5.8		
contig_48	81864	82058	-	BENMGJ_03926	7.4	7.6		
contig_48	82273	82851	+	BENMGJ_03928	22.4	7.8		
contig_48	83528	83887	-	BENMGJ_03930	13.2	4.7	PF00717.28|Peptidase_S24	PFAM:PF00717.28
contig_48	88343	88519	+	BENMGJ_03938	6.4	4.3		
contig_48	89341	89544	+	BENMGJ_03941	7.9	9.6		
contig_48	89525	89704	+	BENMGJ_03942	6.9	5.9		
contig_48	91438	91533	+	BENMGJ_03946	3.5	4.1		
contig_48	91729	91914	+	BENMGJ_03947	6.8	7.9		
contig_48	115272	115400	+	BENMGJ_03973	4.2	9.7		
contig_48	120487	121011	+	BENMGJ_03979	19.5	9.5	PF00561.26|Abhydrolase_1, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12697.13
contig_48	121008	121400	+	BENMGJ_03980	14.6	4.9		
contig_48	148102	150060	+	BENMGJ_04004	73.3	5.3	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_48	182497	182817	+	BENMGJ_04031	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_48	268718	269029	-	BENMGJ_04115	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_48	293556	293729	-	BENMGJ_04140	6.2	10.8		
contig_48	314418	314522	+	BENMGJ_04160	3.8	6.7		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_48	327310	328194	+	BENMGJ_04173	31.6	9.1		
contig_48	357102	357410	-	BENMGJ_04204	11.5	4.7		
contig_48	359067	359285	-	BENMGJ_04208	8.1	9.8		
contig_48	359457	359615	+	BENMGJ_04209	5.6	6.7		
contig_48	363458	363787	-	BENMGJ_04214	12.3	10.9	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_48	382646	383014	-	BENMGJ_04231	14.1	8.5		
contig_48	461932	462927	-	BENMGJ_04308	38.0	5.6	PF08238.18|Sel1	PFAM:PF08238.18
contig_48	483792	484055	-	BENMGJ_04335	9.6	4.8		
contig_48	504048	504590	+	BENMGJ_04353	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_48	510814	510918	-	BENMGJ_04358	4.3	11.8		
contig_48	527614	527835	+	BENMGJ_04372	8.0	6.5		
contig_48	528863	529633	+	BENMGJ_04374	29.5	8.2	PF01593.30|Amino_oxidase, PF13450.12|NAD_binding_8, PF13454.12|NAD_binding_9	PFAM:PF01593.30, PFAM:PF13450.12, PFAM:PF13454.12
contig_48	529666	530013	+	BENMGJ_04375	13.6	5.7		
contig_48	538584	538721	+	BENMGJ_04383	5.3	6.0		
contig_48	552820	552945	+	BENMGJ_04395	4.6	9.0		
contig_48	557112	557225	+	BENMGJ_04398	4.0	4.5		
contig_48	567741	568127	-	BENMGJ_04415	13.4	5.2		
contig_48	586524	587432	-	BENMGJ_04433	33.3	5.7		
contig_48	642030	642209	+	BENMGJ_04485	7.0	5.2		
contig_48	672401	672592	+	BENMGJ_04513	7.4	5.1		SO:0001217, UniRef:UniRef50_A9MMV4
contig_48	676961	677134	+	BENMGJ_04518	6.4	4.6	PF07995.17|GSDH	PFAM:PF07995.17
contig_48	704514	705029	-	BENMGJ_04549	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_48	726530	726997	-	BENMGJ_04569	17.1	10.8		
contig_48	753232	753399	-	BENMGJ_04591	6.7	9.5		
