#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000007545.1_ASM754v1_genomic.fna	NC_004631.1	4197972	4198604	-	CRP	1-633/633	===============	0/0	100.00	87.84	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	30277	31523	-	tet(A)	1-1247/1275	===============	0/0	97.80	100.00	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	43192	44052	-	TEM-1	1-861/861	===============	0/0	100.00	99.88	card	AL513383.1:161910-162771	TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.	cephalosporin;monobactam;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	53332	54123	+	sul3	1-792/792	===============	0/0	100.00	100.00	card	FJ196385.1:9323-8531	Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.	sulfonamide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	55303	55635	-	qacL	1-333/333	===============	0/0	100.00	91.59	card	DQ149925.1:188-521	A subunit of the qac multidrug efflux pump in Vibrio cholerae.	disinfecting_agents_and_antiseptics
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	55805	56596	-	aadA	1-792/792	===============	0/0	100.00	99.75	card	AF550679.1:81768-80976	ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	56689	57948	-	cmlA1	1-1260/1260	===============	0/0	100.00	99.92	card	M64556.1:600-1860	cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae.	phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	58210	58989	-	aadA2	1-780/780	===============	0/0	100.00	100.00	card	AF156486.1:5012-5792	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	71949	72689	-	APH(6)-Id	1-741/837	==============.	0/0	88.53	100.00	card	AF024602.1:3155-3992	APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	72689	73492	-	APH(3'')-Ib	1-804/804	===============	0/0	100.00	99.88	card	AF313472.2:15593-16397	APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	76091	76906	+	sul2	1-816/816	===============	0/0	100.00	100.00	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011092.1	82199	82840	+	catII_from_Escherichia_coli_K-12	1-642/642	===============	0/0	100.00	96.11	card	X53796.1:186-828	catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.	phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	405202	406713	-	mdsC	1-1512/1512	===============	0/0	100.00	98.21	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	406676	409843	-	mdsB	1-3168/3168	===============	0/0	100.00	99.02	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	409840	411066	-	mdsA	1-1227/1227	===============	0/0	100.00	98.78	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	413643	414107	+	golS	1-465/465	===============	0/0	100.00	99.36	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	537394	540525	-	acrB	1-3132/3150	========/======	2/2	99.40	85.57	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	540548	541741	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.08	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	712325	712679	+	ramA	21-375/375	===============	0/0	94.67	80.00	card	JQ727668.1:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	832111	832783	-	kdpE	1-673/678	========/======	2/2	99.12	81.75	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	1078942	1080690	+	msbA	1-1749/1749	===============	0/0	100.00	85.13	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	1119853	1120942	-	OmpA	18-1125/1125	========/======	4/18	96.89	83.12	card	FO834906.1:2175099-2173974	OmpA is a porin that confers resistance to beta-lactam antibiotics.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	1564589	1564938	-	marA	1-350/384	==============.	0/0	91.15	89.14	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	1678078	1678515	+	AAC(6')-Iy	1-438/438	===============	0/0	100.00	98.40	card	AF144880.1:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	1824669	1825082	+	H-NS	1-414/414	===============	0/0	100.00	88.65	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2017507	2018229	-	sdiA	1-723/723	===============	0/0	100.00	98.75	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2064750	2066174	-	MdtK	1-1425/1425	===============	0/0	100.00	98.88	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2237069	2240190	+	mdtB	1-3122/3123	===============	0/0	99.97	81.07	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2240198	2243245	+	mdtC	7-3054/3078	===============	0/0	99.03	81.63	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2366540	2368183	-	YojI	1-1644/1644	========/======	5/6	99.82	80.33	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2593328	2596441	+	acrD	1-3114/3114	========/======	2/2	99.97	82.06	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2868448	2868978	+	emrR	1-531/531	===============	0/0	100.00	85.69	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2869105	2870277	+	emrA	1-1173/1173	========/======	2/2	99.91	82.20	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	2870294	2871832	+	emrB	1-1539/1539	===============	0/0	100.00	84.21	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	3254803	3256259	+	TolC	1-1466/1488	========/======	2/9	97.92	81.79	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	3278118	3278935	-	bacA	1-818/822	========/======	2/2	99.39	85.71	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	3513412	3514044	+	CRP	1-633/633	===============	0/0	100.00	87.68	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020745.1_ASM2074v1_genomic.fna	NC_011094.1	4145432	4146798	-	cpxA	1-1367/1374	===============	0/0	99.49	85.15	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	375216	376727	-	mdsC	1-1512/1512	===============	0/0	100.00	98.35	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	376690	379857	-	mdsB	1-3168/3168	===============	0/0	100.00	99.24	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	379854	381080	-	mdsA	1-1227/1227	===============	0/0	100.00	98.86	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000020885.1_ASM2088v1_genomic.fna	NC_011149.1	383657	384121	+	golS	1-465/465	===============	0/0	100.00	99.36	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
