#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_36	44122	44361	-	PAPNPA_00821	8.5	9.2	PF04728.18|LPP	PFAM:PF04728.18
contig_36	69320	69910	+	PAPNPA_00844	21.5	4.7		
contig_37	934	1287	-	PAPNPA_00873	13.0	9.4		
contig_37	46558	47727	-	PAPNPA_00907	43.6	4.5	PF05362.19|Lon_C	PFAM:PF05362.19
contig_37	60806	61594	+	PAPNPA_00921	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_37	94705	94872	+	PAPNPA_00958	5.7	10.5		
contig_37	95009	95647	+	PAPNPA_00959	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_37	104281	104511	+	PAPNPA_00966	9.6	9.5		
contig_37	105000	105482	-	PAPNPA_00968	18.7	6.1		SO:0001217, UniRef:UniRef50_V7IIA8
contig_37	105503	106024	+	PAPNPA_00969	20.3	7.8		
contig_37	106792	106905	-	PAPNPA_00971	4.3	4.8		
contig_37	107603	107731	+	PAPNPA_00972	5.1	10.6		
contig_38	26837	26968	+	PAPNPA_00996	4.9	5.8		
contig_38	54074	54397	-	PAPNPA_01022	12.2	9.4		SO:0001217, UniRef:UniRef50_Q57I57
contig_38	73488	74321	+	PAPNPA_01044	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_38	91153	91326	-	PAPNPA_01062	6.3	11.7		
contig_39	47417	47581	-	PAPNPA_01129	6.3	5.1		
contig_39	47697	47885	-	PAPNPA_01130	7.3	9.6		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_39	55025	55198	-	PAPNPA_01141	6.5	11.0		
contig_39	56324	57367	+	PAPNPA_01143	39.1	6.0	PF13088.12|BNR_2	PFAM:PF13088.12
contig_39	58128	58442	-	PAPNPA_01145	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_39	65318	65644	+	PAPNPA_01152	12.1	5.1	PF03860.21|DUF326	PFAM:PF03860.21
contig_39	117629	117844	+	PAPNPA_01209	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_39	121178	121309	+	PAPNPA_01214	4.8	8.9	PF02302.22|PTS_IIB	PFAM:PF02302.22
contig_39	121266	121643	+	PAPNPA_01215	13.5	4.5		
contig_39	132630	132920	-	PAPNPA_01227	10.4	4.4		
contig_39	135045	136004	-	PAPNPA_01230	34.9	6.1		
contig_39	136258	136461	+	PAPNPA_01231	7.6	6.0		
contig_40	8878	9393	+	PAPNPA_01245	19.2	5.8		
contig_40	48746	49012	+	PAPNPA_01284	10.2	8.0		
contig_40	57579	57893	-	PAPNPA_01292	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_40	84653	85003	-	PAPNPA_01320	13.0	5.7	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_40	110427	110804	-	PAPNPA_01346	13.9	9.5		
contig_40	110808	111089	-	PAPNPA_01347	10.5	6.8		
contig_40	128913	129035	+	PAPNPA_01362	4.6	8.8		
contig_41	56385	56837	+	PAPNPA_01429	16.6	5.1	PF04074.18|DUF386, PF07883.17|Cupin_2	PFAM:PF04074.18, PFAM:PF07883.17
contig_41	65612	66547	-	PAPNPA_01438	33.3	5.2	PF00883.26|Peptidase_M17	PFAM:PF00883.26
contig_41	81793	81927	-	PAPNPA_01453	5.3	11.4		
contig_41	82225	82956	-	PAPNPA_01454	27.8	9.0		
contig_41	93931	94038	-	PAPNPA_01465	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_41	100178	100705	-	PAPNPA_01473	19.8	5.7	PF01738.24|DLH	PFAM:PF01738.24
contig_41	103791	104237	+	PAPNPA_01477	16.6	9.3	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_41	116620	116784	+	PAPNPA_01488	6.8	10.8	PF06568.16|DUF1127	PFAM:PF06568.16
contig_41	143032	143493	-	PAPNPA_01510	15.9	8.7		
contig_41	151111	151347	+	PAPNPA_01520	8.4	10.0		
contig_42	1656	1847	-	PAPNPA_01525	7.4	9.5	PF13309.12|HTH_22, PF13384.12|HTH_23	PFAM:PF13309.12, PFAM:PF13384.12
contig_42	115675	116646	+	PAPNPA_01627	34.4	9.3		
contig_42	135746	137221	-	PAPNPA_01647	53.8	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_42	138224	138595	-	PAPNPA_01650	13.8	10.4		
contig_42	143514	143849	-	PAPNPA_01654	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_43	43110	43313	-	PAPNPA_01699	7.6	4.7		
contig_43	45127	45318	+	PAPNPA_01702	7.3	11.0		
contig_44	35400	35834	+	PAPNPA_01841	17.3	6.4		SO:0001217, UniRef:UniRef50_A0A658Z055
contig_44	36866	39085	+	PAPNPA_01842	81.0	5.8	PF04717.18|Phage_base_V, PF22178.3|Gp5_trimer_C	PFAM:PF04717.18, PFAM:PF22178.3
contig_44	44049	44501	+	PAPNPA_01845	17.5	6.1		SO:0001217, UniRef:UniRef50_A0A518XHC8
contig_44	44753	44893	+	PAPNPA_01846	5.4	9.1		
contig_44	45698	45931	+	PAPNPA_01847	8.5	8.8		
contig_44	55711	57201	+	PAPNPA_01856	57.0	9.0	PF03527.20|RHS, PF05593.20|RHS_repeat	PFAM:PF03527.20, PFAM:PF05593.20
contig_44	58973	59395	+	PAPNPA_01860	16.3	4.8		SO:0001217, UniRef:UniRef50_A0A753TBQ7
contig_44	59428	59859	+	PAPNPA_01861	16.7	6.7		
contig_44	67807	68418	-	PAPNPA_01870	22.2	9.7		
contig_44	90190	90534	+	PAPNPA_01892	11.4	4.4		
contig_44	95103	95693	+	PAPNPA_01898	21.7	5.9	PF01557.24|FAA_hydrolase	PFAM:PF01557.24
contig_44	123313	125271	+	PAPNPA_01923	73.4	5.4	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_44	157780	158100	+	PAPNPA_01950	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_45	29140	29469	+	PAPNPA_02043	12.0	8.7		
contig_45	63986	64186	+	PAPNPA_02075	8.1	8.0		
contig_45	89754	89945	+	PAPNPA_02097	7.4	11.9		
contig_45	91817	91972	-	PAPNPA_02101	5.9	9.4		
contig_45	93377	93844	+	PAPNPA_02103	17.5	10.7	PF00665.32|rve, PF13276.12|HTH_21	PFAM:PF00665.32, PFAM:PF13276.12
contig_45	95750	95983	-	PAPNPA_02108	8.6	4.6	PF02604.26|PhdYeFM_antitox	PFAM:PF02604.26
contig_45	96143	96292	+	PAPNPA_02109	5.7	8.7		
contig_45	98552	98821	+	PAPNPA_02113	10.1	9.4	PF12835.12|Integrase_1	PFAM:PF12835.12
contig_45	98902	100035	-	PAPNPA_02114	43.2	5.0		
contig_45	101273	101536	-	PAPNPA_02116	9.8	5.7		
contig_45	146344	146568	-	PAPNPA_02142	8.8	11.2		
contig_45	148638	148817	+	PAPNPA_02146	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_46	722	1078	+	PAPNPA_02216	13.4	11.7		
contig_46	1097	1651	+	PAPNPA_02217	21.7	11.9		
contig_46	1739	2128	+	PAPNPA_02218	14.3	10.5		
contig_46	2097	2378	+	PAPNPA_02219	10.2	9.8		
contig_46	3608	3895	+	PAPNPA_02222	11.1	10.0	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_46	4036	4209	-	PAPNPA_02223	6.5	8.0		
contig_46	7042	7545	+	PAPNPA_02227	19.2	5.2		
contig_46	8387	8521	+	PAPNPA_02228	5.5	10.5		
contig_46	19829	20707	-	PAPNPA_02240	33.1	5.9		
contig_46	40997	42424	-	PAPNPA_02259	50.6	5.2	PF00672.30|HAMP	PFAM:PF00672.30
contig_46	42470	42640	-	PAPNPA_02260	6.4	6.7		
contig_46	106828	107472	+	PAPNPA_02324	24.0	7.0	PF03551.20|PadR	PFAM:PF03551.20
contig_46	140962	141501	-	PAPNPA_02357	20.5	11.4		
contig_46	189687	189788	-	PAPNPA_02409	3.7	6.5		
contig_46	195777	196064	+	PAPNPA_02416	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_46	209214	209318	-	PAPNPA_02435	3.9	9.5		
contig_46	221847	222248	+	PAPNPA_02444	15.6	10.4		
contig_47	25251	25562	-	PAPNPA_02479	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_47	70815	70919	+	PAPNPA_02523	3.8	8.5		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_47	113501	113809	-	PAPNPA_02566	11.5	4.7		
contig_47	120058	120480	-	PAPNPA_02577	15.8	10.5	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_47	139272	139640	-	PAPNPA_02595	14.2	8.6		
contig_47	218560	219555	-	PAPNPA_02672	38.0	5.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_47	238779	239171	-	PAPNPA_02691	14.9	9.5		
contig_48	19493	19714	-	PAPNPA_02708	8.6	10.4		
contig_48	20034	20489	-	PAPNPA_02709	17.6	9.2		
contig_48	20559	22265	-	PAPNPA_02710	61.0	5.4	PF03406.18|Phage_fiber_2, PF12571.13|Phage_tail_fib	PFAM:PF03406.18, PFAM:PF12571.13
contig_48	22893	24008	-	PAPNPA_02712	40.0	4.8		
contig_48	24522	26069	-	PAPNPA_02714	58.2	9.3		SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_48	34041	35468	-	PAPNPA_02723	51.5	5.5	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_48	42327	42572	+	PAPNPA_02733	7.5	5.8		
contig_48	61412	61540	+	PAPNPA_02750	5.0	8.7		
contig_48	162894	163361	+	PAPNPA_02829	17.5	9.9		
contig_48	172060	172158	+	PAPNPA_02838	3.4	8.3		
contig_48	213429	213737	+	PAPNPA_02881	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_48	217949	218434	+	PAPNPA_02886	17.5	7.9	PF00709.27|Adenylsucc_synt	PFAM:PF00709.27
contig_48	227228	228391	+	PAPNPA_02897	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_48	239373	239582	+	PAPNPA_02911	8.1	8.1	PF01250.22|Ribosomal_S6	PFAM:PF01250.22
contig_49	20360	21169	-	PAPNPA_02932	30.1	9.3		
contig_49	53612	53872	-	PAPNPA_02969	10.1	9.2		
contig_49	77628	77768	-	PAPNPA_02996	5.1	10.9		
contig_49	172934	173056	-	PAPNPA_03082	4.7	10.6		
contig_49	231579	231854	-	PAPNPA_03137	10.2	9.0		
contig_49	232191	232397	+	PAPNPA_03139	7.5	4.7		
contig_49	243892	244083	-	PAPNPA_03154	6.7	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_50	18485	18634	+	PAPNPA_03177	5.7	8.7		
contig_50	20731	21273	+	PAPNPA_03181	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_50	27497	27601	-	PAPNPA_03186	4.3	11.8		
contig_50	56824	56949	+	PAPNPA_03211	4.6	9.0		
contig_50	61116	61229	+	PAPNPA_03214	4.0	4.5		
contig_50	64637	64795	+	PAPNPA_03220	5.6	8.0		
contig_50	71049	71435	-	PAPNPA_03230	13.3	5.2		
contig_50	89803	90711	-	PAPNPA_03248	33.3	5.7		
contig_50	146889	147242	+	PAPNPA_03300	13.0	9.4		
contig_50	154693	154872	+	PAPNPA_03309	7.0	5.2		
contig_50	167470	167583	+	PAPNPA_03322	4.3	9.8		SO:0001217, UniRef:UniRef50_A0A0N1QS56
contig_50	211216	211731	-	PAPNPA_03366	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_50	232436	232717	+	PAPNPA_03386	10.5	5.3	PF00665.32|rve	PFAM:PF00665.32
contig_50	235597	236316	-	PAPNPA_03389	25.8	8.4		
contig_50	241815	241991	+	PAPNPA_03394	7.2	8.7		
contig_50	243820	244866	+	PAPNPA_03397	38.7	6.0		
contig_50	248052	248267	-	PAPNPA_03400	8.0	4.7	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_50	250918	251169	-	PAPNPA_03402	9.7	10.0		
contig_50	252311	252664	+	PAPNPA_03404	13.0	9.4		
contig_50	279429	279611	-	PAPNPA_03427	6.8	9.3		
contig_51	7884	8471	-	PAPNPA_03446	21.3	7.8	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_51	32731	32838	+	PAPNPA_03468	4.2	4.5		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_51	57369	57773	-	PAPNPA_03492	14.4	9.1		
contig_51	61210	61350	-	PAPNPA_03496	5.3	10.7		
contig_51	63022	63555	-	PAPNPA_03499	19.9	5.5	PF05838.17|Glyco_hydro_108, PF09374.15|PG_binding_3	PFAM:PF05838.17, PFAM:PF09374.15
contig_51	76524	77042	+	PAPNPA_03509	17.7	4.2	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_51	115752	116027	-	PAPNPA_03547	10.0	4.7		
contig_51	121331	121726	+	PAPNPA_03550	15.4	9.4		
contig_51	134916	135338	+	PAPNPA_03564	15.6	9.0		
contig_51	232980	233288	+	PAPNPA_03650	11.6	6.1		
contig_51	334909	335169	-	PAPNPA_03741	9.6	4.5		
contig_51	341235	341888	-	PAPNPA_03750	23.3	9.8		
contig_52	29631	31838	-	PAPNPA_03787	78.5	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_52	36774	37169	-	PAPNPA_03794	14.3	9.4	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_52	37179	37769	+	PAPNPA_03795	21.7	5.9	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_52	90737	90919	+	PAPNPA_03842	6.1	9.9		
contig_52	92732	92827	-	PAPNPA_03846	3.5	5.4		
contig_52	103816	104343	-	PAPNPA_03859	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_52	108631	109041	-	PAPNPA_03865	15.3	5.8		
contig_52	125914	126018	-	PAPNPA_03883	3.7	10.4		
contig_52	126505	126894	-	PAPNPA_03885	14.5	5.5		SO:0001217, UniRef:UniRef50_A0A0M2K5G5
contig_52	129884	130033	-	PAPNPA_03889	5.5	10.0		
contig_52	130551	130946	-	PAPNPA_03891	15.2	8.4		
contig_52	133666	133782	-	PAPNPA_03893	4.2	4.1		
contig_52	214937	215215	-	PAPNPA_03962	10.3	8.8		
contig_52	226316	226852	-	PAPNPA_03972	21.2	9.4		
contig_52	226913	227032	-	PAPNPA_03973	4.2	4.2		
contig_52	234592	234687	-	PAPNPA_03981	3.4	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_52	247748	248014	-	PAPNPA_03994	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_52	266940	267557	+	PAPNPA_04010	23.0	10.0	PF00924.24|MS_channel_2nd, PF21088.2|MS_channel_1st	PFAM:PF00924.24, PFAM:PF21088.2
contig_52	267631	267969	+	PAPNPA_04011	12.8	4.6	PF21082.3|MS_channel_3rd, PF24956.1|Msl2-3_C	PFAM:PF21082.3, PFAM:PF24956.1
contig_52	269411	269749	+	PAPNPA_04014	13.1	5.0		
contig_52	273418	274263	-	PAPNPA_04018	29.7	5.7		
contig_52	299145	299351	-	PAPNPA_04045	7.6	9.0		
contig_52	299517	299852	-	PAPNPA_04046	12.9	7.0		
contig_52	309229	309738	+	PAPNPA_04053	18.6	7.0	PF00455.28|DeoRC, PF08220.18|HTH_DeoR, PF08279.18|HTH_11	PFAM:PF00455.28, PFAM:PF08220.18, PFAM:PF08279.18
contig_52	309735	309950	+	PAPNPA_04054	7.6	6.2		
contig_52	319970	320122	+	PAPNPA_04066	5.8	9.4		
contig_52	335844	336026	+	PAPNPA_04081	6.2	10.0		
contig_53	110963	111451	-	PAPNPA_04225	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_53	127465	127662	+	PAPNPA_04238	7.2	9.4		
contig_53	144787	145098	-	PAPNPA_04250	11.6	8.8		
contig_53	148553	148894	-	PAPNPA_04256	13.3	7.8		
contig_53	149169	149300	-	PAPNPA_04257	5.0	6.0		
contig_53	149668	150036	-	PAPNPA_04258	14.6	5.7		
contig_53	152016	152321	-	PAPNPA_04260	12.0	8.8		
contig_53	153820	153939	-	PAPNPA_04262	4.6	9.0		
contig_53	177381	177848	-	PAPNPA_04284	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_53	224714	224827	-	PAPNPA_04327	4.2	4.1		
contig_53	233396	233503	-	PAPNPA_04335	4.2	9.3		
contig_53	248455	249645	-	PAPNPA_04349	43.3	9.8		
contig_53	252405	252689	+	PAPNPA_04352	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_53	263309	263482	-	PAPNPA_04366	6.3	11.7		
contig_53	266213	266662	-	PAPNPA_04371	16.4	6.9		
contig_53	282639	285485	-	PAPNPA_04386	106.2	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_53	297076	298251	-	PAPNPA_04395	42.1	9.2		
contig_53	307873	308049	-	PAPNPA_04404	6.7	5.6		
contig_53	330794	331099	-	PAPNPA_04427	11.4	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_53	422160	422444	-	PAPNPA_04505	10.3	4.1		
contig_53	427453	427548	+	PAPNPA_04511	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_53	443752	444078	+	PAPNPA_04524	13.3	10.0		
